"EDID","Candidate","Party EN","Party FR","Candidate Residence","Candidate Occupation","Votes Obtained","Percentage of Votes Obtained","Majority","Majority Percentage"
35025,"Pierre Lemieux","Conservative","Conservateur","Cumberland, Ont.","parliamentarian",25659,47.3,5662,10.4
35025,"Dan Boudria","Liberal","Libéral","Sarsfield, Ont.","Fonctionnaire",19997,36.87,,
35025,"Jean-Sébastien Caron","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Casselman, Ont.","enseignant",5678,10.47,,
35025,"Sylvie Lemieux","Green Party","Parti Vert","Cumberland, Ont.","engineer",2908,5.36,,
35027,"Frank Valeriote","Liberal","Libéral","Guelph, Ont.","Lawyer",18974,32.22,1788,3
35027,"Gloria Kovach","Conservative","Conservateur","Guelph, Ont.","Registered Nurse",17186,29.18,,
35027,"Mike Nagy","Green Party","Parti Vert","Rockwood, Ont.","Consultant",12454,21.15,,
35027,"Tom King","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Guelph, Ont.","Author",9713,16.49,,
35027,"Kornelis Klevering","Radical Marijuana","Radical Marijuana","Guelph, Ont.","Farm Manager",166,0.28,,
35027,"Philip Bender","Libertarian","Libertarien","Erin, Ont.","Prof. Engineer",159,0.27,,
35027,"Drew Garvie","Communist","Communiste","Guelph, Ont.","Retail Salesman",77,0.13,,
35027,"Karen Levenson","AAEV Party of Canada","AAEV Party of Canada","Guelph, Ont.","Campaigner for non-profit Org.",73,0.12,,
35027,"John Turmel","Independent","Indépendant","Brantford, Ont.","Banking Systems Engineer",58,0.1,,
35027,"Manuel Couto","Marxist-Leninist","Marxiste-Léniniste","Etobicoke, Ont.","Self-Employed",29,0.05,,
35028,"Diane Finley","Conservative","Conservateur","Simcoe, Ont.","Parliamentarian",19657,40.83,4080,8.5
35028,"Eric Hoskins","Liberal","Libéral","Simcoe, Ont.","Medical Doctor",15577,32.35,,
35028,"Ian Nichols","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Simcoe, Ont.","Transportation Engineer",5549,11.53,,
35028,"Gary McHale","Independent","Indépendant","Binbrook, Ont.","Civil Rights Activist",4821,10.01,,
35028,"Stephana Johnston","Green Party","Parti Vert","Norfolk County, Ont.","Retired",2041,4.24,,
35028,"Steven Elgersma","Christian Heritage Party","Parti de l'Héritage Chrétien","Dunnville, Ont.","Retired (greenhouse grower)",501,1.04,,
35029,"Barry Devolin","Conservative","Conservateur","Haliburton, Ont.","Real Estate, Member of Parliament",30391,55.95,19298,35.5
35029,"Marlene White","Liberal","Libéral","Apsley, Ont.","Retired",11093,20.42,,
35029,"Stephen Yardy","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Lindsay, Ont.","Student",7952,14.64,,
35029,"Michael Bell","Green Party","Parti Vert","Peterborough, Ont.","Publisher",4505,8.29,,
35029,"Dave Switzer","Christian Heritage Party","Parti de l'Héritage Chrétien","Haliburton, Ont.","Retired",374,0.69,,
35030,"Lisa Raitt","Conservative","Conservateur","Oakville, Ont.","Chief Executive Officer",32986,47.5,7850,11.3
35030,"Garth Turner","Liberal","Libéral","London, Ont.","Parliamentarian",25136,36.19,,
35030,"Rob Wagner","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Toronto, Ont.","Municipal Administrator",6118,8.81,,
35030,"Amy Collard","Green Party","Parti Vert","Burlington, Ont.","Full-time Volunteer",4872,7.02,,
35030,"Tony Rodrigues","Christian Heritage Party","Parti de l'Héritage Chrétien","Milton, Ont.","Bus Driver",337,0.49,,
35031,"David Christopherson","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Hamilton, Ont.","Parliamentarian",20010,49.25,10959,27
35031,"Leon O'Connor","Conservative","Conservateur","Hamilton, Ont.","Teacher",9051,22.28,,
35031,"Helen M. Wilson","Liberal","Libéral","Dundas, Ont.","Retired",7164,17.63,,
35031,"John Livingstone","Green Party","Parti Vert","Hamilton, Ont.","Director of Operations",3625,8.92,,
35031,"Anthony Giles","Libertarian","Libertarien","Hamilton, Ont.","Musician",528,1.3,,
35031,"Lisa Nussey","Marxist-Leninist","Marxiste-Léniniste","Hamilton, Ont.","Midwifery",126,0.31,,
35031,"Ryan Sparrow","Communist","Communiste","Hamilton, Ont.","Customer Service Representative",125,0.31,,
35032,"Wayne Marston","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Hamilton, Ont.","Parliamentarian",19919,41.28,6464,13.4
35032,"Larry Di Ianni","Liberal","Libéral","Stoney Creek, Ont.","Consultant",13455,27.89,,
35032,"Frank Rukavina","Conservative","Conservateur","Hamilton, Ont.","Project Coordinator",11556,23.95,,
35032,"David William Hart Dyke","Green Party","Parti Vert","Stoney Creek, Ont.","Editor",2142,4.44,,
35032,"Gord Hill","PC Party","Parti PC","Hamilton, Ont.","Printer",853,1.77,,
35032,"Sam Cino","Independent","Indépendant","Stoney Creek, Ont.","Construction Worker",323,0.67,,
35033,"Chris Charlton","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Hamilton, Ont.","Parliamentarian",22796,43.65,6786,13
35033,"Terry Anderson","Conservative","Conservateur","Mount Hope, Ont.","Insurance Broker",16010,30.66,,
35033,"Tyler Banham","Liberal","Libéral","Hamilton, Ont.","Lawyer",10531,20.17,,
35033,"Stephen Brotherston","Green Party","Parti Vert","Hamilton, Ont.","Retired",2884,5.52,,
35034,"Ben Lobb","Conservative","Conservateur","Holmesville, Ont.","Business Analyst",22182,44.77,5846,11.8
35034,"Greg McClinchey","Liberal","Libéral","Blyth, Ont.","Parliamentary Assistant",16336,32.97,,
35034,"Tony McQuail","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Lucknow, Ont.","Farmer",7426,14.99,,
35034,"Glen Smith","Green Party","Parti Vert","Port Elgin, Ont.","Chef",2617,5.28,,
35034,"Dave Joslin","Christian Heritage Party","Parti de l'Héritage Chrétien","Brussels, Ont.","Welder",747,1.51,,
35034,"Dennis Valenta","Independent","Indépendant","Clinton, Ont.","Truck Driver",242,0.49,,
35035,"Greg Rickford","Conservative","Conservateur","Kenora, Ont.","Lawyer",9395,40.46,2051,8.8
35035,"Roger Valley","Liberal","Libéral","Dryden, Ont.","Parliamentarian",7344,31.63,,
35035,"Tania Cameron","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Kenora, Ont.","Band Manager",5394,23.23,,
35035,"JoJo Holiday","Green Party","Parti Vert","Keewatin, Ont.","Homeopathic Practitioner",1087,4.68,,
35036,"Peter Milliken","Liberal","Libéral","Kingston, Ont.","lawyer",22734,39.15,3839,6.6
35036,"Brian Abrams","Conservative","Conservateur","Kingston, Ont.","Lawyer",18895,32.54,,
35036,"Rick Downes","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Kingston, Ont.","elementary vice principal",10158,17.49,,
35036,"Eric Walton","Green Party","Parti Vert","Kingston, Ont.","Business person",6282,10.82,,
35037,"Stephen Woodworth","Conservative","Conservateur","Kitchener, Ont.","Lawyer",16480,36.7,339,0.8
35037,"Karen Redman","Liberal","Libéral","Kitchener, Ont.","Parliamentarian",16141,35.94,,
35037,"Oz Cole-Arnal","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Waterloo, Ont.","Retired Professor",8122,18.09,,
35037,"John Bithell","Green Party","Parti Vert","Kitchener, Ont.","Manager",3823,8.51,,
35037,"Amanda Lamka","Independent","Indépendant","Kitchener, Ont.","Mother, Student",215,0.48,,
35037,"Martin Suter","Communist","Communiste","Kitchener, Ont.","Truck Driver",127,0.28,,
35038,"Harold Albrecht","Conservative","Conservateur","Petersburg, Ont.","Parliamentarian",23525,49.32,11649,24.4
35038,"Orlando Da Silva","Liberal","Libéral","Kitchener, Ont.","Lawyer",11876,24.9,,
35038,"Rod McNeil","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Kitchener, Ont.","Small Business Owner",7173,15.04,,
35038,"Jamie Kropf","Green Party","Parti Vert","Baden, Ont.","IT Consultant",5124,10.74,,
35039,"Peter Braid","Conservative","Conservateur","Waterloo, Ont.","Account Manager",21830,36.06,17,0
35039,"Andrew Telegdi","Liberal","Libéral","Waterloo, Ont.","Parliamentarian",21813,36.03,,
35039,"Cindy Jacobsen","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Waterloo, Ont.","Pastor and Therapist",8915,14.73,,
35039,"Cathy MacLellan","Green Party","Parti Vert","Waterloo, Ont.","Entrepreneure",7326,12.1,,
35039,"Jason Cousineau","Libertarian","Libertarien","Kitchener, Ont.","Software Developer",333,0.55,,
35039,"Mark Corbiere","Independent","Indépendant","Kitchener, Ont.","Social Worker",107,0.18,,
35039,"Ramon Portillo","Communist","Communiste","Cambridge, Ont.","Driving Instructor",105,0.17,,
35039,"Kyle James Huntingdon","CAP","PAC","Waterloo, Ont.","Student",105,0.17,,
35046,"Bev Shipley","Conservative","Conservateur","Denfield, Ont.","Parliamentarian, Farmer",24516,51.28,12704,26.6
35046,"Jeff Wesley","Liberal","Libéral","Wallaceburg, Ont.","Manager - Government Relations",11812,24.71,,
35046,"Joe Hill","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Sarnia, Ont.","Small Business Owner",7427,15.54,,
35046,"Jim Johnston","Green Party","Parti Vert","Ilderton, Ont.","Business Owner",3386,7.08,,
35046,"Micheal Janssens","Christian Heritage Party","Parti de l'Héritage Chrétien","Strathroy, Ont.","Financial Security Advisor",663,1.39,,
35040,"Scott Reid","Conservative","Conservateur","Mississippi Mills, Ont.","Parliamentarian",30272,55.88,18463,34.1
35040,"David Remington","Liberal","Libéral","Napanee, Ont.","Program supervisor ministry of children & youth",11809,21.8,,
35040,"Sandra Willard","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Bath, Ont.","Home Care Worker",7112,13.13,,
35040,"Chris Walker","Green Party","Parti Vert","Inverary, Ont.","college instructor",4629,8.55,,
35040,"Ernest Oliver Rathwell","Radical Marijuana","Radical Marijuana","Carleton Place, Ont.","Stationary Engineer",347,0.64,,
35041,"Gord Brown","Conservative","Conservateur","Gananoque, Ont.","parlementarian",27473,58.44,19398,41.3
35041,"Marjory Loveys","Liberal","Libéral","Ottawa, Ont.","Consultant",8075,17.18,,
35041,"Steve Armstrong","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Brockville, Ont.","Manufacturing Service Controller",6511,13.85,,
35041,"Jeanie Warnock","Green Party","Parti Vert","Avonmore, Ont.","University professor",4522,9.62,,
35041,"John McCrea","PC Party","Parti PC","Spencerville, Ont.","Arborist",426,0.91,,
35042,"Irene Mathyssen","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Ilderton, Ont.","Teacher",17672,43.06,5013,12.2
35042,"Mary Lou Ambrogio","Conservative","Conservateur","London, Ont.","Self-employed",12659,30.85,,
35042,"Jacquie Gauthier","Liberal","Libéral","London, Ont.","Radio Host",7774,18.94,,
35042,"Daniel O'Neail","Green Party","Parti Vert","London, Ont.","Supervisor",2656,6.47,,
35042,"Leonard Vanderhoeven","Christian Heritage Party","Parti de l'Héritage Chrétien","Woodstock, Ont.","Professional Engineer",276,0.67,,
35043,"Glen Pearson","Liberal","Libéral","London, Ont.","Parliamentarian",21018,39.13,3306,6.2
35043,"Paul Van Meerbergen","Conservative","Conservateur","London, Ont.","Business Development Manager",17712,32.97,,
35043,"Steve Holmes","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","London, Ont.","Transit Operator",9387,17.47,,
35043,"Mary Ann Hodge","Green Party","Parti Vert","London, Ont.","Teacher",5603,10.43,,
35044,"Ed Holder","Conservative","Conservateur","Komoka, Ont.","Insurance Benefits Consultant",22556,39.09,2121,3.7
35044,"Sue Barnes","Liberal","Libéral","London, Ont.","Parliamentarian",20435,35.42,,
35044,"Peter Lawrence Ferguson","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","London, Ont.","Scientist,Researcher",8409,14.57,,
35044,"Monica Jarabek","Green Party","Parti Vert","London, Ont.","Secondary School teacher",5630,9.76,,
35044,"Steve Hunter","PC Party","Parti PC","London, Ont.","Carpenter",414,0.72,,
35044,"Leslie Bartley","Christian Heritage Party","Parti de l'Héritage Chrétien","Woodstock, Ont.","Self Employed",253,0.44,,
35045,"John McCallum","Liberal","Libéral","Oakville, Ont.","Parliamentarian",25296,55.02,11441,24.9
35045,"Duncan Fletcher","Conservative","Conservateur","Markham, Ont.","Publishing",13855,30.13,,
35045,"Nadine Hawkins","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Markham, Ont.","Business Woman",4682,10.18,,
35045,"Leonard Aitken","Green Party","Parti Vert","Toronto, Ont.","IT Analyst",1921,4.18,,
35045,"Allen Small","Libertarian","Libertarien","Markham, Ont.","Retired (High School Teacher)",225,0.49,,
35047,"Navdeep Bains","Liberal","Libéral","Mississauga, Ont.","Parliamentarian",21220,47.69,6556,14.7
35047,"Salma Ataullahjan","Conservative","Conservateur","Toronto, Ont.","Real Estate Sales Rep.",14664,32.96,,
35047,"Karan Pandher","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Brampton, Ont.","Postal Clerk",5268,11.84,,
35047,"Grace Yogaretnam","Green Party","Parti Vert","Mississauga, Ont.","Student",2947,6.62,,
35047,"Tim Sullivan","Marxist-Leninist","Marxiste-Léniniste","Mississauga, Ont.","Truck Driver",395,0.89,,
35048,"Albina Guarnieri","Liberal","Libéral","Mississauga, Ont.","Parliamentarian",20457,50.16,7180,17.6
35048,"Melissa Bhagat","Conservative","Conservateur","Mississauga, Ont.","Journalist",13277,32.56,,
35048,"Satish Balasunderam","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Mississauga, Ont.","Lawyer",4632,11.36,,
35048,"Jaymini Bhikha","Green Party","Parti Vert","Mississauga, Ont.","Non-Profit Project Coordinator",2138,5.24,,
35048,"Pierre Chénier","Marxist-Leninist","Marxiste-Léniniste","Etobicoke, Ont.","Printer",277,0.68,,
35049,"Bob Dechert","Conservative","Conservateur","Mississauga, Ont.","Lawyer",23863,42.71,397,0.7
35049,"Omar Alghabra","Liberal","Libéral","Mississauga, Ont.","Parliamentarian",23466,42,,
35049,"Mustafa Rizvi","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Mississauga, Ont.","Adjuster",4774,8.55,,
35049,"Richard Pietro","Green Party","Parti Vert","Etobicoke, Ont.","Communications and Events Coordinator",3636,6.51,,
35049,"Dagmar Sullivan","Marxist-Leninist","Marxiste-Léniniste","Mississauga, Ont.","Assembler",129,0.23,,
35050,"Paul Szabo","Liberal","Libéral","Mississauga, Ont.","Parliamentarian",20518,44.22,2152,4.6
35050,"Hugh Arrison","Conservative","Conservateur","Mississauga, Ont.","Chartered Financial Planner",18366,39.59,,
35050,"Matt Turner","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Mississauga, Ont.","Barista-Starbucks",4104,8.85,,
35050,"Richard Laushway","Green Party","Parti Vert","Mississauga, Ont.","IT Analyst",3407,7.34,,
35051,"Bonnie Crombie","Liberal","Libéral","Mississauga, Ont.","Consultant",21710,45.76,4725,10
35051,"Wajid Khan","Conservative","Conservateur","Toronto, Ont.","Parliamentarian",16985,35.8,,
35051,"Keith Pinto","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Mississauga, Ont.","Student",4710,9.93,,
35051,"Otto Casanova","Green Party","Parti Vert","Mississauga, Ont.","International Sales Manager",3179,6.7,,
35051,"Viktor Spanovic","Independent","Indépendant","Mississauga, Ont.","Unemployed",431,0.91,,
35051,"Ralph Bunag","Independent","Indépendant","Mississauga, Ont.","Paralegal Practitioner",426,0.9,,
35052,"Pierre Poilievre","Conservative","Conservateur","Nepean, Ont.","Parliamentarian",39921,55.84,23178,32.4
35052,"Ed Mahfouz","Liberal","Libéral","Ottawa, Ont.","Teacher",16743,23.42,,
35052,"Lori Gadzala","Green Party","Parti Vert","Manotick, Ont.","Marketing Consultant",7880,11.02,,
35052,"Phil Brown","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Ottawa, Ont.","Planner",6946,9.72,,
35053,"Lois Brown","Conservative","Conservateur","Newmarket, Ont.","Consultant",24873,46.7,6623,12.4
35053,"Tim Jones","Liberal","Libéral","Aurora, Ont.","Public Servant and Consultant",18250,34.27,,
35053,"Mike Seaward","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Aurora, Ont.","Shipper,Receiver",4548,8.54,,
35053,"Glenn Hubbers","Green Party","Parti Vert","Aurora, Ont.","Professional Engineer",4381,8.23,,
35053,"Dorian Baxter","PC Party","Parti PC","Newmarket, Ont.","Anglican Clergyman",1004,1.89,,
35053,"Ray Luff","Christian Heritage Party","Parti de l'Héritage Chrétien","Newmarket, Ont.","Consultant",205,0.38,,
35054,"Rob Nicholson","Conservative","Conservateur","Niagara Falls, Ont.","Lawyer",24016,46.7,10149,19.7
35054,"Joyce Morocco","Liberal","Libéral","Niagara Falls, Ont.","Director of Marketing",13867,26.97,,
35054,"Eric Gillespie","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Toronto, Ont.","Lawyer",9186,17.86,,
35054,"Shawn Willick","Green Party","Parti Vert","Fort Erie, Ont.","Teacher",4356,8.47,,
35055,"Dean Allison","Conservative","Conservateur","Beamsville, Ont.","Parliamentarian",28089,51.98,15134,28
35055,"Heather Carter","Liberal","Libéral","Fonthill, Ont.","Business Manager",12955,23.97,,
35055,"Dave Heatley","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Hamilton, Ont.","Retired",7980,14.77,,
35055,"Sid Frere","Green Party","Parti Vert","St. Anns, Ont.","Retired Principal",3897,7.21,,
35055,"Dave Bylsma","Christian Heritage Party","Parti de l'Héritage Chrétien","St. Anns, Ont.","Cabinet Maker",1118,2.07,,
35056,"Claude Gravelle","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Chelmsford, Ont.","Retired",19021,46.54,8273,20.2
35056,"Louise Portelance","Liberal","Libéral","Skead, Ont.","Business Owner",10748,26.3,,
35056,"Ian McCracken","Conservative","Conservateur","Sudbury, Ont.","Sales Agent",8869,21.7,,
35056,"Fred Twilley","Green Party","Parti Vert","Sudbury, Ont.","Retired",2056,5.03,,
35056,"Yves Villeneuve","Independent","Indépendant","Sudbury, Ont.","Policy Architect",112,0.27,,
35056,"Steve Rutchinski","Marxist-Leninist","Marxiste-Léniniste","Toronto, Ont.","University Administrator",66,0.16,,
35057,"Anthony Rota","Liberal","Libéral","North Bay, Ont.","Parliamentarian",18510,44.56,5078,12.2
35057,"Joe Sinicrope","Conservative","Conservateur","North Bay, Ont.","Lawyer",13432,32.34,,
35057,"Dianna Allen","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Parry Sound, Ont.","Self Employed",6582,15.85,,
35057,"Craig Bridges","Green Party","Parti Vert","North Bay, Ont.","Teacher",2808,6.76,,
35057,"Andrew Moulden","CAP","PAC","Etobicoke, Ont.","Physician,Scientist,Entrepreneur",204,0.49,,
35058,"Rick Norlock","Conservative","Conservateur","Warkworth, Ont.","Retired Police Officer",27615,48.71,11406,20.1
35058,"Paul Macklin","Liberal","Libéral","Cobourg, Ont.","Lawyer",16209,28.59,,
35058,"Russ Christianson","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Campbellford, Ont.","Consultant",8230,14.52,,
35058,"Ralph Torrie","Green Party","Parti Vert","Cobourg, Ont.","Consultant",4633,8.17,,
35059,"Paul Calandra","Conservative","Conservateur","Stouffville, Ont.","Insurance Broker",32028,42.24,545,0.7
35059,"Lui Temelkovski","Liberal","Libéral","Markham, Ont.","Businessman",31483,41.52,,
35059,"Andy Arifin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Markham, Ont.","Student,Recent Graduate",7126,9.4,,
35059,"Richard Taylor","Green Party","Parti Vert","Richmond Hill, Ont.","Management Consultant",5184,6.84,,
35060,"Terence Young","Conservative","Conservateur","Oakville, Ont.","Consultant",26011,46.98,5483,9.9
35060,"M.A. Bonnie Brown","Liberal","Libéral","Oakville, Ont.","Parliamentarian",20528,37.08,,
35060,"Blake Poland","Green Party","Parti Vert","Oakville, Ont.","University Professor",4681,8.46,,
35060,"Michelle Bilek","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Oakville, Ont.","Teacher",4143,7.48,,
35061,"Colin Carrie","Conservative","Conservateur","Oshawa, Ont.","Parliamentarian",19951,41.37,3201,6.6
35061,"Mike Shields","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Courtice, Ont.","Negotiator",16750,34.73,,
35061,"Sean Godfrey","Liberal","Libéral","Oshawa, Ont.","Pediatrician",7741,16.05,,
35061,"Pat Gostlin","Green Party","Parti Vert","Toronto, Ont.","Retired Teacher",3374,7,,
35061,"Peter Vogel","Christian Heritage Party","Parti de l'Héritage Chrétien","Orono, Ont.","Part-time Student",246,0.51,,
35061,"David Gershuny","Marxist-Leninist","Marxiste-Léniniste","Etobicoke, Ont.","Truck Driver",117,0.24,,
35061,"Alex Kreider","CAP","PAC","Oshawa, Ont.","Transit Operator",52,0.11,,
35062,"Paul Dewar","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Ottawa, Ont.","Parliamentarian",25399,39.74,8766,13.7
35062,"Penny Collenette","Liberal","Libéral","Ottawa, Ont.","lawyer",16633,26.02,,
35062,"Brian McGarry","Conservative","Conservateur","Ottawa, Ont.","professional bussinessman",15065,23.57,,
35062,"Jen Hunter","Green Party","Parti Vert","Ottawa, Ont.","Facilitator",6348,9.93,,
35062,"John Andrew Akpata","Radical Marijuana","Radical Marijuana","Ottawa, Ont.","Writer",378,0.59,,
35062,"Pierre Soublière","Marxist-Leninist","Marxiste-Léniniste","Gatineau, Que./Qc","Enseignant",95,0.15,,
35063,"Royal Galipeau","Conservative","Conservateur","Ottawa, Ont.","Parlementaire",27244,44.91,3695,6.1
35063,"Marc Godbout","Liberal","Libéral","Orléans, Ont.","Consultant",23549,38.82,,
35063,"Amy O'Dell","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Ottawa, Ont.","Employment Consellor,Teacher ",6025,9.93,,
35063,"Paul Maillet","Green Party","Parti Vert","Ottawa, Ont.","organizational ethics consultant",3845,6.34,,
35064,"David McGuinty","Liberal","Libéral","Ottawa, Ont.","parliamentarian",29035,49.91,9618,16.5
35064,"Elie Salibi","Conservative","Conservateur","Ottawa, Ont.","Sales Manager",19417,33.38,,
35064,"Hijal De Sarkar","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Ottawa, Ont.","Student",4920,8.46,,
35064,"Qais Ghanem","Green Party","Parti Vert","Ottawa, Ont.","physician",3939,6.77,,
35064,"Al Gullon","PC Party","Parti PC","Ottawa, Ont.","Professional Engineer",620,1.07,,
35064,"Jean-Serge Brisson","Libertarian","Libertarien","Embrun, Ont.","Self-Employed",244,0.42,,
35065,"Mauril Bélanger","Liberal","Libéral","Ottawa, Ont.","parlementaire",23948,46.2,9810,18.9
35065,"Patrick Glémaud","Conservative","Conservateur","Ottawa, Ont.","Lawyer",14138,27.28,,
35065,"Trevor Haché","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Ottawa, Ont.","Outreach & Information Coordinator",8845,17.06,,
35065,"Akbar Manoussi","Green Party","Parti Vert","Ottawa, Ont.","professor",4447,8.58,,
35065,"Robert Taylor-Larter","Independent","Indépendant","Ottawa, Ont.","Self-Employed",227,0.44,,
35065,"Christian Legeais","Marxist-Leninist","Marxiste-Léniniste","Gatineau, Que./Qc","Recherchiste",130,0.25,,
35065,"Michel St-Onge","CAP","PAC","Gatineau, Que./Qc","Agent d'information",100,0.19,,
35066,"John Baird","Conservative","Conservateur","Nepean, Ont.","Parliamentarian",25109,44.98,4948,8.9
35066,"David Pratt","Liberal","Libéral","Nepean, Ont.","Consultant",20161,36.12,,
35066,"Marlene Rivier","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Ottawa, Ont.","Psychological Associate",6432,11.52,,
35066,"Frances Coates","Green Party","Parti Vert","Ottawa, Ont.","Business Administrator",3558,6.37,,
35066,"David Page","Independent","Indépendant","Gatineau, Que./Qc","Lawyer",414,0.74,,
35066,"Alex McDonald","Communist","Communiste","Alexandria, Ont.","Taxi Driver",150,0.27,,
35067,"Dave MacKenzie","Conservative","Conservateur","Woodstock, Ont.","General Manager",23330,52.68,14744,33.3
35067,"Martha Dennis","Liberal","Libéral","Burgessville, Ont.","General Manager",8586,19.39,,
35067,"Diane Abbott","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Ingersoll, Ont.","Lawyer",7982,18.02,,
35067,"Cathy Mott","Green Party","Parti Vert","Woodstock, Ont.","Employment Consultant",3355,7.58,,
35067,"Shaun MacDonald","Christian Heritage Party","Parti de l'Héritage Chrétien","Woodstock, Ont.","Student",1036,2.34,,
35068,"Gerard Kennedy","Liberal","Libéral","Toronto, Ont.","Professor",20705,42.98,3373,7
35068,"Peggy Nash","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Toronto, Ont.","Labour Negotiator",17332,35.97,,
35068,"Jilian Saweczko","Conservative","Conservateur","Toronto, Ont.","Entrepreneur",5992,12.44,,
35068,"Robert Rishchynski","Green Party","Parti Vert","Toronto, Ont.","IT Manager",3601,7.47,,
35068,"Andrew Borkowski","Christian Heritage Party","Parti de l'Héritage Chrétien","Toronto, Ont.","Pharmacist",230,0.48,,
35068,"Terry Parker","Radical Marijuana","Radical Marijuana","Toronto, Ont.","Advocate",209,0.43,,
35068,"Lorne Gershuny","Marxist-Leninist","Marxiste-Léniniste","Toronto, Ont.","Lawyer",110,0.23,,
35069,"Tony Clement","Conservative","Conservateur","Port Sydney, Ont.","Parliamentatian",21831,50.19,10960,25.2
35069,"Jamie McGarvey","Liberal","Libéral","Parry Sound, Ont.","Municipal Councillor,Customer Service Rep.",10871,24.99,,
35069,"Jo-Anne Boulding","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Bracebridge, Ont.","Lawyer",5355,12.31,,
35069,"Glen Hodgson","Green Party","Parti Vert","Parry Sound, Ont.","Teacher",5119,11.77,,
35069,"David Rowland","Independent","Indépendant","Maxwell, N.B./N.-B.","Health Practitioner and Educator",325,0.75,,
35070,"Gary Ralph Schellenberger","Conservative","Conservateur","Sebringville, Ont.","Parliamentarian",20765,48.09,10540,24.4
35070,"Sandra Gardiner","Liberal","Libéral","Stratford, Ont.","Registered Nurse",10225,23.68,,
35070,"Kerry McManus","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Stratford, Ont.","Teacher",7334,16.98,,
35070,"John Cowling","Green Party","Parti Vert","Stratford, Ont.","Salesperson",3874,8.97,,
35070,"Irma DeVries","Christian Heritage Party","Parti de l'Héritage Chrétien","Harriston, Ont.","Farmer",898,2.08,,
35070,"Julian Ichim","Marxist-Leninist","Marxiste-Léniniste","Stratford, Ont.","Unemployed",84,0.19,,
35071,"Dean Del Mastro","Conservative","Conservateur","Peterborough, Ont.","Parliamentarian",27630,47.4,9213,15.8
35071,"Betsy McGregor","Liberal","Libéral","Lakefield, Ont.","Guest Lecturer",18417,31.6,,
35071,"Steve Sharpe","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Peterborough, Ont.","Teacher",8115,13.92,,
35071,"Emily Berrigan","Green Party","Parti Vert","Peterborough, Ont.","Student",4029,6.91,,
35071,"Elaine Couto","Marxist-Leninist","Marxiste-Léniniste","Etobicoke, Ont.","Office Worker",98,0.17,,
35072,"Dan McTeague","Liberal","Libéral","Oakville, Ont.","Parliamentarian",22874,49.69,7934,17.2
35072,"George Khouri","Conservative","Conservateur","Ajax, Ont.","Businessman",14940,32.45,,
35072,"Andrea Moffat","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Pickering, Ont.","Consultant",4875,10.59,,
35072,"Jason Becevello","Green Party","Parti Vert","Scarborough, Ont.","Assistant Underwriter",3023,6.57,,
